,age,income,member_since_days,M,F,O,U,reward,difficulty,duration,bogo,email,mobile,social,web
41,0.12195121951219515,0.37777777777777777,0.32125205930807244,1,0,0,0,10,10,120,1,1,1,1,1
42,0.6341463414634146,0.37777777777777777,0.4711696869851729,1,0,0,0,10,10,120,1,1,1,1,1
43,0.5609756097560976,0.14444444444444443,0.1125755079626578,1,0,0,0,10,10,120,1,1,1,1,1
44,0.29268292682926833,0.2222222222222222,0.17408017572762213,0,1,0,0,10,10,120,1,1,1,1,1
45,0.4390243902439025,0.4444444444444444,0.07688083470620533,1,0,0,0,10,10,120,1,1,1,1,1
46,0.7195121951219513,0.25555555555555554,0.10488742449203725,1,0,0,0,10,10,120,1,1,1,1,1
47,0.3292682926829269,0.14444444444444443,0.05546403075233386,1,0,0,0,10,10,120,1,1,1,1,1
48,0.3780487804878049,0.48888888888888893,0.1317957166392092,0,1,0,0,10,10,120,1,1,1,1,1
49,0.4438234689260889,0.3933887952032977,0.13563975837451947,0,0,0,1,10,10,120,1,1,1,1,1
50,0.5365853658536586,0.1111111111111111,0.014827018121911006,0,1,0,0,10,10,120,1,1,1,1,1
51,0.3902439024390244,0.47777777777777775,0.7029104887424491,1,0,0,0,10,10,120,1,1,1,1,1
52,0.4438234689260889,0.3933887952032977,0.3778143876990665,0,0,0,1,10,10,120,1,1,1,1,1
53,0.6463414634146342,0.7000000000000001,0.13344316309719928,1,0,0,0,10,10,120,1,1,1,1,1
54,0.4390243902439025,0.4444444444444444,0.027457440966501823,1,0,0,0,10,10,120,1,1,1,1,1
55,0.5,0.7666666666666667,0.0159253157605711,0,1,0,0,10,10,120,1,1,1,1,1
56,0.5731707317073171,0.1777777777777778,0.34925864909390436,1,0,0,0,10,10,120,1,1,1,1,1
57,0.17073170731707318,0.04444444444444445,0.1477210323997803,0,1,0,0,10,10,120,1,1,1,1,1
58,0.8414634146341464,0.7111111111111111,0.244371224601867,0,1,0,0,10,10,120,1,1,1,1,1
59,0.12195121951219515,0.16666666666666663,0.0483250961010433,1,0,0,0,10,10,120,1,1,1,1,1
60,0.4438234689260889,0.3933887952032977,0.17078528281164185,0,0,0,1,10,10,120,1,1,1,1,1
61,0.3170731707317074,0.48888888888888893,0.15485996705107075,1,0,0,0,10,10,120,1,1,1,1,1
62,0.4024390243902439,0.7555555555555556,0.5112575507962658,1,0,0,0,10,10,120,1,1,1,1,1
63,0.451219512195122,0.34444444444444444,0.1614497528830312,1,0,0,0,10,10,120,1,1,1,1,1
64,0.4438234689260889,0.3933887952032977,0.08511806699615587,0,0,0,1,10,10,120,1,1,1,1,1
65,0.4438234689260889,0.3933887952032977,0.2976386600768808,0,0,0,1,10,10,120,1,1,1,1,1
66,0.03658536585365854,0.48888888888888893,0.33443163097199335,0,1,0,0,10,10,120,1,1,1,1,1
67,0.7804878048780488,0.6555555555555556,0.15760571114772093,1,0,0,0,10,10,120,1,1,1,1,1
68,0.41463414634146345,0.28888888888888886,0.5118066996155959,1,0,0,0,10,10,120,1,1,1,1,1
69,0.5975609756097562,0.47777777777777775,0.9560680944535969,1,0,0,0,10,10,120,1,1,1,1,1
70,0.2682926829268293,0.28888888888888886,0.17517847336628223,1,0,0,0,10,10,120,1,1,1,1,1
71,0.5365853658536586,0.14444444444444443,0.04448105436573302,1,0,0,0,10,10,120,1,1,1,1,1
72,0.4438234689260889,0.3933887952032977,0.243822075782537,0,0,0,1,10,10,120,1,1,1,1,1
73,0.4438234689260889,0.3933887952032977,0.06864360241625478,0,0,0,1,10,10,120,1,1,1,1,1
74,0.524390243902439,0.34444444444444444,0.16639209225700158,0,1,0,0,10,10,120,1,1,1,1,1
75,0.47560975609756106,0.33333333333333337,0.1625480505216913,1,0,0,0,10,10,120,1,1,1,1,1
76,0.21951219512195122,0.3555555555555555,0.054914881933003756,0,1,0,0,10,10,120,1,1,1,1,1
77,0.4438234689260889,0.3933887952032977,0.15650741350906094,0,0,0,1,10,10,120,1,1,1,1,1
78,0.4438234689260889,0.3933887952032977,0.13673805601317957,0,0,0,1,10,10,120,1,1,1,1,1
79,0.4878048780487806,0.5444444444444444,0.24821526633717728,1,0,0,0,10,10,120,1,1,1,1,1
80,0.7560975609756098,0.6111111111111112,0.46348160351455236,0,1,0,0,10,10,120,1,1,1,1,1
81,0.46341463414634154,0.24444444444444446,0.35420098846787473,1,0,0,0,10,10,120,1,1,1,1,1
82,0.3414634146341464,0.011111111111111072,0.4601867105985722,1,0,0,0,10,10,120,1,1,1,1,1
83,0.426829268292683,0.37777777777777777,0.41680395387149916,1,0,0,0,10,10,120,1,1,1,1,1
84,0.3780487804878049,0.5222222222222223,0.8857770455793519,1,0,0,0,10,10,120,1,1,1,1,1
85,0.17073170731707318,0.43333333333333335,0.07468423942888514,0,1,0,0,10,10,120,1,1,1,1,1
86,0.048780487804878064,0.37777777777777777,0.021965952773201458,1,0,0,0,10,10,120,1,1,1,1,1
87,0.5731707317073171,0.6444444444444445,0.12136188907193846,1,0,0,0,10,10,120,1,1,1,1,1
88,0.17073170731707318,0.09999999999999998,0.16694124107633168,1,0,0,0,10,10,120,1,1,1,1,1
89,0.5487804878048781,0.9111111111111111,0.1455244371224601,0,1,0,0,10,10,120,1,1,1,1,1
90,0.2804878048780488,0.28888888888888886,0.1460735859417902,1,0,0,0,10,10,120,1,1,1,1,1
91,0.2804878048780488,0.25555555555555554,0.09939593629873689,0,1,0,0,10,10,120,1,1,1,1,1
92,0.6707317073170732,0.48888888888888893,0.5332235035694672,0,1,0,0,10,10,120,1,1,1,1,1
93,0.4438234689260889,0.3933887952032977,0.06754530477759468,0,0,0,1,10,10,120,1,1,1,1,1
94,0.35365853658536595,0.23333333333333328,0.05161998901702358,0,0,1,0,10,10,120,1,1,1,1,1
95,0.6463414634146342,0.06666666666666665,0.4925864909390445,0,1,0,0,10,10,120,1,1,1,1,1
96,0.4878048780487806,0.33333333333333337,0.12191103789126845,1,0,0,0,10,10,120,1,1,1,1,1
97,0.4438234689260889,0.3933887952032977,0.1625480505216913,0,0,0,1,10,10,120,1,1,1,1,1
98,0.03658536585365854,0.4444444444444444,0.9313563975837451,1,0,0,0,10,10,120,1,1,1,1,1
99,0.6585365853658537,0.25555555555555554,0.025809994508511735,1,0,0,0,10,10,120,1,1,1,1,1
100,0.853658536585366,0.033333333333333326,0.4453596924766612,0,1,0,0,10,10,120,1,1,1,1,1
101,0.47560975609756106,0.7000000000000001,0.9104887424492036,1,0,0,0,10,10,120,1,1,1,1,1
102,0.5,0.2666666666666666,0.229544206479956,0,1,0,0,10,10,120,1,1,1,1,1
103,0.5975609756097562,0.3111111111111111,0.22460186710598562,0,0,1,0,10,10,120,1,1,1,1,1
104,0.47560975609756106,0.47777777777777775,0.38385502471169675,0,1,0,0,10,10,120,1,1,1,1,1
105,0.23170731707317074,0.1777777777777778,0.07413509060955514,1,0,0,0,10,10,120,1,1,1,1,1
106,0.02439024390243902,0.1777777777777778,0.15815485996705103,0,1,0,0,10,10,120,1,1,1,1,1
107,0.4024390243902439,0.4111111111111111,0.28665568369028005,1,0,0,0,10,10,120,1,1,1,1,1
108,0.048780487804878064,0.011111111111111072,0.48380010982976374,1,0,0,0,10,10,120,1,1,1,1,1
109,0.3902439024390244,0.07777777777777778,0.027457440966501823,1,0,0,0,10,10,120,1,1,1,1,1
110,0.17073170731707318,0.34444444444444444,0.5227896760021966,0,1,0,0,10,10,120,1,1,1,1,1
111,0.7317073170731708,0.06666666666666665,0.9868204283360791,0,1,0,0,10,10,120,1,1,1,1,1
112,0.5853658536585367,0.38888888888888884,0.07797913234486542,1,0,0,0,10,10,120,1,1,1,1,1
113,0.3780487804878049,0.8444444444444444,0.13454146073585938,1,0,0,0,10,10,120,1,1,1,1,1
114,0.6951219512195123,0.6222222222222222,0.5194947830862162,1,0,0,0,10,10,120,1,1,1,1,1
115,0.4024390243902439,0.7444444444444444,0.27237781438769904,1,0,0,0,10,10,120,1,1,1,1,1
116,0.6341463414634146,0.6777777777777777,0.010982976386600729,0,1,0,0,10,10,120,1,1,1,1,1
117,0.7317073170731708,0.888888888888889,0.42064799560680943,0,1,0,0,10,10,120,1,1,1,1,1
118,0.4438234689260889,0.3933887952032977,0.31850631521142225,0,0,0,1,10,10,120,1,1,1,1,1
119,0.6463414634146342,0.2222222222222222,0.20593080724876434,0,1,0,0,10,10,120,1,1,1,1,1
120,0.5,0.5666666666666667,0.0472267984623832,0,1,0,0,10,10,120,1,1,1,1,1
121,0.2682926829268293,0.5333333333333333,0.26633717737506857,0,1,0,0,10,10,120,1,1,1,1,1
122,0.47560975609756106,0.033333333333333326,0.1943986820428335,1,0,0,0,10,10,120,1,1,1,1,1
123,0.7560975609756098,0.9555555555555556,0.30532674354750133,0,1,0,0,10,10,120,1,1,1,1,1
124,0.5365853658536586,0.4444444444444444,0.12630422844590883,1,0,0,0,10,10,120,1,1,1,1,1
125,0.4438234689260889,0.3933887952032977,0.5903349807797913,0,0,0,1,10,10,120,1,1,1,1,1
126,0.4438234689260889,0.3933887952032977,0.4261394838001098,0,0,0,1,10,10,120,1,1,1,1,1
127,0.4878048780487806,0.4222222222222223,0.25755079626578803,0,1,0,0,10,10,120,1,1,1,1,1
128,0.5609756097560976,0.5444444444444444,0.13563975837451947,1,0,0,0,10,10,120,1,1,1,1,1
129,0.4438234689260889,0.3933887952032977,0.17517847336628223,0,0,0,1,10,10,120,1,1,1,1,1
130,0.451219512195122,0.7777777777777778,0.5348709500274573,1,0,0,0,10,10,120,1,1,1,1,1
131,0.35365853658536595,0.3222222222222222,0.3256452498627127,0,1,0,0,10,10,120,1,1,1,1,1
132,0.47560975609756106,0.4111111111111111,0.41625480505216905,1,0,0,0,10,10,120,1,1,1,1,1
133,0.2073170731707317,0.33333333333333337,0.19165293794618332,0,1,0,0,10,10,120,1,1,1,1,1
134,0.4390243902439025,0.07777777777777778,0.8187808896210873,1,0,0,0,10,10,120,1,1,1,1,1
135,0.41463414634146345,0.4666666666666667,0.12410763316858864,1,0,0,0,10,10,120,1,1,1,1,1
136,0.5975609756097562,0.9,0.3756177924217463,0,1,0,0,10,10,120,1,1,1,1,1
137,0.3170731707317074,0.4666666666666667,0.011532125205930721,1,0,0,0,10,10,120,1,1,1,1,1
138,0.3414634146341464,0.28888888888888886,0.5513454146073586,1,0,0,0,10,10,120,1,1,1,1,1
139,0.5121951219512195,0.4555555555555556,0.058758923668314034,0,1,0,0,10,10,120,1,1,1,1,1
140,0.6707317073170732,0.30000000000000004,0.3942888522789676,1,0,0,0,10,10,120,1,1,1,1,1
141,0.4024390243902439,0.2777777777777778,0.48050521691378356,1,0,0,0,10,10,120,1,1,1,1,1
142,0.5,0.7000000000000001,0.1477210323997803,0,1,0,0,10,10,120,1,1,1,1,1
143,0.15853658536585366,0.055555555555555525,0.27018121911037885,0,0,1,0,10,10,120,1,1,1,1,1
144,0.5121951219512195,0.0222222222222222,0.11037891268533773,0,1,0,0,10,10,120,1,1,1,1,1
145,0.35365853658536595,0.2222222222222222,0.0049423393739702615,0,1,0,0,10,10,120,1,1,1,1,1
146,0.4438234689260889,0.3933887952032977,0.13454146073585938,0,0,0,1,10,10,120,1,1,1,1,1
147,0.8170731707317074,0.18888888888888888,0.22295442064799553,1,0,0,0,10,10,120,1,1,1,1,1
148,0.21951219512195122,0.34444444444444444,0.16584294343767159,1,0,0,0,10,10,120,1,1,1,1,1
149,0.4438234689260889,0.3933887952032977,0.10378912685337716,0,0,0,1,10,10,120,1,1,1,1,1
150,0.4438234689260889,0.3933887952032977,0.11147721032399771,0,0,0,1,10,10,120,1,1,1,1,1
151,0.3902439024390244,0.47777777777777775,0.4085667215815485,1,0,0,0,10,10,120,1,1,1,1,1
152,0.5609756097560976,0.0222222222222222,0.032399780340472195,1,0,0,0,10,10,120,1,1,1,1,1
153,0.7926829268292683,0.4555555555555556,0.12795167490389892,1,0,0,0,10,10,120,1,1,1,1,1
154,0.4878048780487806,0.7333333333333333,0.3069741900054914,1,0,0,0,10,10,120,1,1,1,1,1
155,0.4878048780487806,0.0,0.11696869851729819,0,1,0,0,10,10,120,1,1,1,1,1
156,0.3292682926829269,0.23333333333333328,0.04008786381109275,1,0,0,0,10,10,120,1,1,1,1,1
157,0.47560975609756106,0.06666666666666665,0.8182317408017572,1,0,0,0,10,10,120,1,1,1,1,1
158,0.5121951219512195,0.47777777777777775,0.36573311367380557,0,1,0,0,10,10,120,1,1,1,1,1
159,0.14634146341463414,0.18888888888888888,0.18286655683690278,1,0,0,0,10,10,120,1,1,1,1,1
160,0.36585365853658547,0.24444444444444446,0.23942888522789674,0,1,0,0,10,10,120,1,1,1,1,1
161,0.4024390243902439,0.5333333333333333,0.18945634266886324,0,1,0,0,10,10,120,1,1,1,1,1
162,0.5853658536585367,0.3222222222222222,0.05161998901702358,0,1,0,0,10,10,120,1,1,1,1,1
163,0.878048780487805,0.3666666666666667,0.18286655683690278,0,0,1,0,10,10,120,1,1,1,1,1
164,0.0975609756097561,0.1111111111111111,0.028006589785831926,1,0,0,0,10,10,120,1,1,1,1,1
165,0.4024390243902439,0.6333333333333333,0.357495881383855,0,1,0,0,10,10,120,1,1,1,1,1
166,0.012195121951219523,0.1333333333333333,0.5255354200988467,1,0,0,0,10,10,120,1,1,1,1,1
167,0.4390243902439025,0.07777777777777778,0.01317957166392092,1,0,0,0,10,10,120,1,1,1,1,1
168,0.8414634146341464,0.033333333333333326,0.025260845689181743,1,0,0,0,10,10,120,1,1,1,1,1
169,0.5609756097560976,0.5111111111111111,0.19879187259747388,1,0,0,0,10,10,120,1,1,1,1,1
170,0.4438234689260889,0.3933887952032977,0.4541460735859417,0,0,0,1,10,10,120,1,1,1,1,1
171,0.4878048780487806,0.2666666666666666,0.5914332784184513,0,1,0,0,10,10,120,1,1,1,1,1
172,0.7926829268292683,0.43333333333333335,0.2789676002196595,0,1,0,0,10,10,120,1,1,1,1,1
173,0.6341463414634146,0.06666666666666665,0.15156507413509057,1,0,0,0,10,10,120,1,1,1,1,1
174,0.5487804878048781,0.3111111111111111,0.45304777594728174,0,1,0,0,10,10,120,1,1,1,1,1
175,0.4878048780487806,0.5111111111111111,0.10873146622734753,1,0,0,0,10,10,120,1,1,1,1,1
176,0.4438234689260889,0.3933887952032977,0.09335529928610653,0,0,0,1,10,10,120,1,1,1,1,1
177,0.1829268292682927,0.1111111111111111,0.1960461285008237,0,1,0,0,10,10,120,1,1,1,1,1
178,0.19512195121951223,0.4444444444444444,0.13838550247116965,0,1,0,0,10,10,120,1,1,1,1,1
179,0.41463414634146345,0.04444444444444445,0.16694124107633168,1,0,0,0,10,10,120,1,1,1,1,1
180,0.5487804878048781,0.033333333333333326,0.10269082921471717,1,0,0,0,10,10,120,1,1,1,1,1
181,0.5121951219512195,0.6333333333333333,0.1938495332235035,0,1,0,0,10,10,120,1,1,1,1,1
182,0.10975609756097562,0.16666666666666663,0.18231740801757268,1,0,0,0,10,10,120,1,1,1,1,1
183,0.4024390243902439,0.5666666666666667,0.20702910488742443,1,0,0,0,10,10,120,1,1,1,1,1
184,0.35365853658536595,0.33333333333333337,0.644151565074135,1,0,0,0,10,10,120,1,1,1,1,1
185,0.6707317073170732,0.9222222222222222,0.19330038440417352,0,1,0,0,10,10,120,1,1,1,1,1
186,0.41463414634146345,0.48888888888888893,0.5799011532125204,1,0,0,0,10,10,120,1,1,1,1,1
187,0.3780487804878049,0.5666666666666667,0.21581548599670508,0,1,0,0,10,10,120,1,1,1,1,1
188,0.4438234689260889,0.3933887952032977,0.08841295991213616,0,0,0,1,10,10,120,1,1,1,1,1
189,0.4438234689260889,0.3933887952032977,0.16694124107633168,0,0,0,1,10,10,120,1,1,1,1,1
190,0.451219512195122,0.5888888888888889,0.5156507413509059,1,0,0,0,10,10,120,1,1,1,1,1
191,0.5609756097560976,0.5555555555555556,0.5700164744645799,1,0,0,0,10,10,120,1,1,1,1,1
192,0.12195121951219515,0.4222222222222223,0.358594179022515,0,1,0,0,10,10,120,1,1,1,1,1
193,0.46341463414634154,0.37777777777777777,0.4266886326194399,1,0,0,0,10,10,120,1,1,1,1,1
194,0.3780487804878049,0.4222222222222223,0.03624382207578247,1,0,0,0,10,10,120,1,1,1,1,1
195,0.524390243902439,0.28888888888888886,0.35475013728720484,0,1,0,0,10,10,120,1,1,1,1,1
196,0.4438234689260889,0.3933887952032977,0.1647446457990115,0,0,0,1,10,10,120,1,1,1,1,1
197,0.41463414634146345,0.6,0.5315760571114772,0,0,1,0,10,10,120,1,1,1,1,1
198,0.41463414634146345,0.07777777777777778,0.16035145524437122,1,0,0,0,10,10,120,1,1,1,1,1
199,0.4438234689260889,0.3933887952032977,0.10104338275672697,0,0,0,1,10,10,120,1,1,1,1,1
200,0.7439024390243903,0.4555555555555556,0.35035694673256446,1,0,0,0,10,10,120,1,1,1,1,1
201,0.5609756097560976,0.2777777777777778,0.1444261394838,1,0,0,0,10,10,120,1,1,1,1,1
202,0.9146341463414636,0.24444444444444446,0.12081274025260835,1,0,0,0,10,10,120,1,1,1,1,1
203,0.21951219512195122,0.055555555555555525,0.22185612300933544,1,0,0,0,10,10,120,1,1,1,1,1
204,0.6829268292682927,0.24444444444444446,0.021416803953871466,0,1,0,0,10,10,120,1,1,1,1,1
205,0.6585365853658537,0.12222222222222223,0.5475013728720484,0,1,0,0,10,10,120,1,1,1,1,1
206,0.46341463414634154,0.4666666666666667,0.0812740252608456,0,0,1,0,10,10,120,1,1,1,1,1
207,0.5365853658536586,0.8555555555555555,0.0027457440966501823,0,1,0,0,10,10,120,1,1,1,1,1
208,0.426829268292683,0.43333333333333335,0.6507413509060955,0,1,0,0,10,10,120,1,1,1,1,1
209,0.426829268292683,0.3555555555555555,0.12685337726523882,0,1,0,0,10,10,120,1,1,1,1,1
210,0.451219512195122,0.12222222222222223,0.1609006040637012,1,0,0,0,10,10,120,1,1,1,1,1
211,0.5121951219512195,0.5666666666666667,0.05161998901702358,0,1,0,0,10,10,120,1,1,1,1,1
212,0.47560975609756106,0.30000000000000004,0.23393739703459637,1,0,0,0,10,10,120,1,1,1,1,1
213,0.5975609756097562,0.06666666666666665,0.17188358045030194,1,0,0,0,10,10,120,1,1,1,1,1
214,0.6219512195121952,0.21111111111111114,0.7122460186710597,0,1,0,0,10,10,120,1,1,1,1,1
215,0.5853658536585367,0.2666666666666666,0.15870400878638102,1,0,0,0,10,10,120,1,1,1,1,1
216,0.5853658536585367,0.2777777777777778,0.3448654585392641,1,0,0,0,10,10,120,1,1,1,1,1
217,0.3170731707317074,0.5666666666666667,0.5826468973091707,1,0,0,0,10,10,120,1,1,1,1,1
218,0.3414634146341464,0.0222222222222222,0.09280615046677643,1,0,0,0,10,10,120,1,1,1,1,1
219,0.4024390243902439,0.2222222222222222,0.7007138934651289,1,0,0,0,10,10,120,1,1,1,1,1
220,0.03658536585365854,0.1111111111111111,0.4102141680395386,0,1,0,0,10,10,120,1,1,1,1,1
221,0.4438234689260889,0.3933887952032977,0.10323997803404716,0,0,0,1,10,10,120,1,1,1,1,1
222,0.4390243902439025,0.4444444444444444,0.13948380010982975,1,0,0,0,10,10,120,1,1,1,1,1
223,0.012195121951219523,0.1777777777777778,0.1795716639209225,1,0,0,0,10,10,120,1,1,1,1,1
224,0.19512195121951223,0.3666666666666667,0.15540911587040085,0,1,0,0,10,10,120,1,1,1,1,1
225,0.6707317073170732,0.28888888888888886,0.049972542559033495,0,1,0,0,10,10,120,1,1,1,1,1
226,0.3414634146341464,0.25555555555555554,0.4365733113673804,1,0,0,0,10,10,120,1,1,1,1,1
227,0.426829268292683,0.6,0.16639209225700158,1,0,0,0,10,10,120,1,1,1,1,1
228,0.3414634146341464,0.06666666666666665,0.4255903349807797,1,0,0,0,10,10,120,1,1,1,1,1
229,0.6097560975609757,0.4444444444444444,0.6930258099945084,1,0,0,0,10,10,120,1,1,1,1,1
230,0.048780487804878064,0.4444444444444444,0.19110378912685333,0,1,0,0,10,10,120,1,1,1,1,1
231,0.4878048780487806,0.5888888888888889,0.3102690829214717,0,1,0,0,10,10,120,1,1,1,1,1
232,0.5731707317073171,0.9111111111111111,0.19220208676551342,0,1,0,0,10,10,120,1,1,1,1,1
233,0.08536585365853658,0.4666666666666667,0.045579352004393114,1,0,0,0,10,10,120,1,1,1,1,1
234,0.6707317073170732,0.34444444444444444,0.02251510159253156,1,0,0,0,10,10,120,1,1,1,1,1
235,0.6097560975609757,0.34444444444444444,0.1943986820428335,1,0,0,0,10,10,120,1,1,1,1,1
236,0.03658536585365854,0.1111111111111111,0.019220208676551276,0,1,0,0,10,10,120,1,1,1,1,1
237,0.4438234689260889,0.3933887952032977,0.4305326743547502,0,0,0,1,10,10,120,1,1,1,1,1
238,0.6219512195121952,0.888888888888889,0.25041186161449747,0,1,0,0,10,10,120,1,1,1,1,1
239,0.4438234689260889,0.3933887952032977,0.1444261394838,0,0,0,1,10,10,120,1,1,1,1,1
240,0.7317073170731708,0.48888888888888893,0.30477759472817123,1,0,0,0,10,10,120,1,1,1,1,1
241,0.878048780487805,1.0,0.041186161449752845,1,0,0,0,10,10,120,1,1,1,1,1
242,0.5121951219512195,0.7222222222222222,0.15376166941241076,1,0,0,0,10,10,120,1,1,1,1,1
243,0.4438234689260889,0.3933887952032977,0.5914332784184513,0,0,0,1,10,10,120,1,1,1,1,1
244,0.6219512195121952,0.4222222222222223,0.0016474464579900872,1,0,0,0,10,10,120,1,1,1,1,1
245,0.47560975609756106,0.7444444444444444,0.14991762767710048,1,0,0,0,10,10,120,1,1,1,1,1
246,0.15853658536585366,0.28888888888888886,0.19220208676551342,1,0,0,0,10,10,120,1,1,1,1,1
247,0.08536585365853658,0.1111111111111111,0.18506315211422286,0,1,0,0,10,10,120,1,1,1,1,1
248,0.3292682926829269,0.7000000000000001,0.21746293245469517,0,1,0,0,10,10,120,1,1,1,1,1
249,0.426829268292683,0.6333333333333333,0.20043931905546397,0,1,0,0,10,10,120,1,1,1,1,1
250,0.47560975609756106,0.1777777777777778,0.7468423942888522,1,0,0,0,10,10,120,1,1,1,1,1
251,0.5487804878048781,0.6555555555555556,0.516199890170236,1,0,0,0,10,10,120,1,1,1,1,1
252,0.10975609756097562,0.4444444444444444,0.06644700713893459,1,0,0,0,10,10,120,1,1,1,1,1
253,0.4878048780487806,0.8222222222222223,0.28610653487094995,0,1,0,0,10,10,120,1,1,1,1,1
254,0.2804878048780488,0.2666666666666666,0.4920373421197144,0,1,0,0,10,10,120,1,1,1,1,1
255,0.07317073170731711,0.08888888888888885,0.12136188907193846,1,0,0,0,10,10,120,1,1,1,1,1
256,0.4878048780487806,0.9666666666666667,0.18780889621087304,0,1,0,0,10,10,120,1,1,1,1,1
257,0.5487804878048781,0.6111111111111112,0.47995606809445346,0,1,0,0,10,10,120,1,1,1,1,1
258,0.6829268292682927,0.30000000000000004,0.5200439319055463,0,1,0,0,10,10,120,1,1,1,1,1
259,0.5365853658536586,0.06666666666666665,0.1136738056013179,1,0,0,0,10,10,120,1,1,1,1,1
260,0.17073170731707318,0.38888888888888884,0.5409115870400878,0,1,0,0,10,10,120,1,1,1,1,1
261,0.6463414634146342,0.47777777777777775,0.5584843492586491,0,1,0,0,10,10,120,1,1,1,1,1
262,0.426829268292683,0.48888888888888893,0.13454146073585938,0,1,0,0,10,10,120,1,1,1,1,1
263,0.5487804878048781,0.9888888888888888,0.528281164195497,0,1,0,0,10,10,120,1,1,1,1,1
